,FIPS,2wk Prior Intra-Mobility,2wk Onset Intra-Mobility,2wk Prior Inter-Mobility,2wk Onset Inter-Mobility,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Jan Temp AVG / F,Feb Temp AVG / F,Mar Temp AVG / F,Apr Temp AVG / F,May Temp AVG / F,Jun Temp AVG / F,Jul Temp AVG / F,Aug Temp AVG / F,Sep Temp AVG / F,Oct Temp AVG / F,Nov Temp AVG / F,Dec Temp AVG / F,Total_age65plus,Total households!!Average household size,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,POP_ESTIMATE_2018,Area in square miles - Land area,HospCt,Beds,NursingCt,Hispanic Population,Black Population,Deaths,Outbreak_date
554,28149,7324.0,7227.714285714284,10416.42857142857,10179.714285714286,82.9,4.0,12.8,23.3,5.5,102.9,48.2,57.1,56.6,64.8,75.2,78.7,81.5,83.1,83.0,69.4,51.6,51.2,7665.0,,,,,,,46176,588.5,1.0,361,5.0,1099.0,22739.0,10,2020-05-14
555,28151,4786.142857142857,4671.142857142857,6375.142857142857,6111.142857142857,70.6,5.0,21.5,18.8,7.1,76.0,45.8,52.4,54.0,63.0,74.7,78.1,81.0,82.6,82.9,64.5,50.0,49.9,7140.0,,,,,,,45063,724.74,1.0,324,6.0,775.0,32612.0,3,2020-04-18
556,28157,447.8571428571428,404.71428571428567,899.0,884.1428571428571,14.6,8.0,28.0,13.8,8.5,66.8,49.0,57.8,57.4,63.8,75.1,78.8,80.4,82.3,81.1,68.7,53.1,53.3,1513.0,,,,,,,8792,678.11,0.0,0,1.0,82.0,6206.0,7,2020-04-04
557,28161,1352.5714285714287,1270.7142857142858,2970.142857142857,2696.714285714286,27.1,7.0,16.9,14.2,5.0,88.4,43.4,51.6,51.8,61.4,73.4,77.0,80.3,80.9,81.1,64.5,47.5,47.9,2474.0,,,,,,,12392,467.13,1.0,26,1.0,224.0,4799.0,7,2020-05-20
558,29037,12823.285714285714,13404.285714285714,20294.571428571428,20704.714285714286,142.8,1.0,7.6,26.1,3.1,131.2,30.0,30.8,41.4,57.4,63.8,73.2,77.3,75.5,74.9,52.6,41.1,37.9,17692.0,2.59,1386.0,2078.0,11687.0,6018.0,3249.0,104954,696.84,1.0,71,9.0,4776.0,4517.0,6,2020-04-14
559,29077,31573.285714285717,32218.857142857138,47207.428571428565,50298.857142857145,407.5,2.0,8.4,30.2,2.6,82.3,33.6,36.9,42.3,58.0,65.4,71.8,77.0,76.1,76.6,54.5,42.4,40.7,48085.0,2.18,4833.0,4311.0,23949.0,11938.0,34689.0,291923,675.3,1.0,1042,9.0,11245.0,9949.0,8,2020-03-24
560,29083,2618.428571428572,2696.285714285714,4915.142857142857,4676.714285714285,32.0,6.0,12.1,15.5,3.6,82.7,31.7,33.3,41.4,58.2,65.0,73.3,77.7,76.1,75.6,53.9,41.2,39.2,4738.0,,,,,,,21792,696.95,1.0,56,7.0,574.0,293.0,3,2020-05-22
561,29095,74318.28571428571,71575.0,101199.85714285713,99355.57142857145,1115.3,1.0,9.7,30.9,3.7,102.7,29.1,29.5,40.8,56.9,63.2,73.4,77.5,75.4,74.8,52.2,40.2,37.2,104655.0,2.38,13628.0,8933.0,73884.0,34006.0,38968.0,700307,604.46,1.0,3526,9.0,63768.0,166975.0,12,2020-04-03
562,29099,24879.857142857138,26687.857142857138,35165.28571428572,37500.71428571428,333.1,1.0,11.2,20.2,3.1,119.7,32.1,35.6,42.3,57.4,67.0,72.5,78.9,76.2,75.8,56.8,40.8,40.1,33636.0,2.59,4634.0,2336.0,23838.0,12078.0,11074.0,224347,656.63,1.0,251,9.0,4572.0,2591.0,10,2020-04-11
563,29107,3826.857142857143,3825.0,7157.857142857143,7171.428571428572,53.1,1.0,9.4,20.1,3.2,98.1,29.2,29.2,39.8,56.3,63.0,72.9,77.8,75.1,74.1,52.7,39.4,37.1,6150.0,,,,,,,32598,628.43,0.0,0,9.0,940.0,722.0,3,2020-05-12
564,29155,1509.0,1451.428571428571,3017.285714285714,2738.285714285714,37.1,7.0,22.9,12.1,5.5,58.5,38.7,44.6,47.7,60.4,71.0,76.3,79.4,79.0,78.6,61.2,44.5,43.8,2781.0,,,,,,,16272,492.54,1.0,167,2.0,440.0,4244.0,4,2020-05-04
565,29183,46250.142857142855,44059.428571428565,61196.0,59294.0,643.2,1.0,5.3,37.8,2.5,150.8,30.3,33.5,41.1,56.4,66.0,72.9,79.0,75.4,75.2,55.4,39.7,39.2,60779.0,2.61,8153.0,4621.0,41975.0,22061.0,24790.0,399182,560.44,1.0,715,9.0,13374.0,20376.0,26,2020-04-02
566,29189,83898.0,77543.71428571429,119322.42857142855,113209.57142857145,1967.2,1.0,6.7,43.2,3.0,123.1,30.8,34.1,41.8,57.0,66.6,73.2,79.3,76.1,75.7,56.2,40.3,39.4,180210.0,2.4,18273.0,11400.0,97153.0,52833.0,61486.0,996945,507.8,1.0,4528,9.0,29523.0,247870.0,119,2020-03-28
567,29201,4892.428571428572,4850.571428571428,9141.0,8652.714285714286,93.3,4.0,15.4,14.5,3.4,81.3,36.0,41.1,44.7,58.0,68.8,74.4,79.0,77.7,76.8,58.2,41.7,42.0,6940.0,,,,,,,38458,419.99,1.0,144,9.0,945.0,4645.0,9,2020-05-07
568,29510,16731.714285714286,15718.142857142857,30281.714285714286,29674.571428571428,5157.5,1.0,13.1,35.0,3.8,79.5,30.9,34.5,41.9,57.2,67.0,73.7,79.6,76.6,76.0,56.5,40.4,39.2,41490.0,2.03,4561.0,2476.0,25649.0,9543.0,22140.0,302838,61.91,1.0,3021,9.0,12509.0,139095.0,47,2020-04-03
569,30101,270.0,218.0,399.4285714285714,365.8571428571428,2.8,7.0,14.8,14.5,2.6,83.9,25.6,-2.7,23.8,42.7,48.8,58.9,64.5,64.5,54.9,34.7,28.1,25.8,896.0,,,,,,,4853,1915.65,0.0,0,2.0,209.0,53.0,6,2020-04-01
570,31001,3806.571428571429,3563.285714285714,5339.285714285715,5090.285714285715,55.7,4.0,10.0,24.9,2.9,92.4,27.3,19.0,34.1,51.9,57.1,70.4,76.0,73.0,71.4,46.9,37.4,32.1,5736.0,,,,,,,31511,563.27,1.0,161,9.0,3424.0,411.0,11,2020-04-30
571,31041,1198.2857142857142,1144.857142857143,1847.0,1708.2857142857142,4.2,7.0,7.1,20.9,2.1,83.7,26.2,16.8,31.6,48.6,52.9,66.9,73.7,70.5,68.1,43.8,34.9,29.9,2431.0,,,,,,,10840,2575.52,0.0,0,8.0,375.0,63.0,4,2020-04-30
572,31043,1503.7142857142858,1503.2857142857142,2922.5714285714284,2882.285714285714,79.5,3.0,25.4,12.5,3.5,93.0,21.2,13.3,31.0,48.4,55.8,70.6,75.1,70.9,69.0,45.3,33.2,26.7,2735.0,,,,,,,20083,264.25,0.0,0,3.0,7841.0,1159.0,15,2020-05-07
573,31047,2678.0,2549.142857142857,4560.142857142857,4031.571428571429,24.0,7.0,22.1,15.6,2.8,95.1,27.1,17.7,32.8,50.3,54.2,68.3,74.9,71.8,69.3,45.3,35.8,31.2,3947.0,,,,,,,23709,1013.1,0.0,0,8.0,8073.0,1494.0,8,2020-05-20
574,31055,52380.285714285725,52235.857142857145,71210.42857142858,71390.71428571429,1574.4,2.0,10.0,38.9,3.1,108.1,23.9,16.7,34.2,53.2,59.3,72.4,77.1,73.4,71.9,48.4,36.7,31.5,73752.0,2.51,10265.0,8462.0,60913.0,31962.0,42585.0,566880,328.45,1.0,2479,9.0,72721.0,64801.0,10,2020-04-05
575,31067,3117.285714285714,3091.714285714286,4668.428571428572,4477.571428571428,26.2,6.0,10.3,20.2,3.2,83.6,25.9,19.1,34.4,53.6,59.4,71.6,77.1,73.5,72.6,49.2,37.1,32.9,4473.0,,,,,,,21493,851.49,0.0,0,9.0,586.0,167.0,3,2020-04-23
576,31079,6390.857142857143,6935.857142857143,8651.285714285714,9583.42857142857,107.3,3.0,15.3,20.9,3.2,90.1,26.6,18.1,33.5,51.3,56.8,70.1,75.8,72.0,70.8,46.4,37.1,31.7,9150.0,,,,,,,61607,546.29,1.0,159,9.0,17587.0,2277.0,28,2020-04-11
577,31081,1133.857142857143,1077.857142857143,2050.428571428572,1947.4285714285716,16.8,3.0,5.3,26.0,2.5,101.5,26.6,18.3,33.7,52.0,57.7,70.8,76.2,72.3,71.4,47.1,37.2,31.9,1847.0,,,,,,,9280,542.88,0.0,0,4.0,318.0,40.0,10,2020-04-30
578,31109,40385.71428571428,38595.42857142857,51914.142857142855,48256.714285714275,340.8,2.0,6.5,38.8,2.5,98.1,25.0,17.9,33.9,53.2,59.2,71.9,77.1,73.4,72.4,48.8,37.1,32.5,44139.0,2.42,7399.0,4736.0,31329.0,15479.0,38037.0,317272,837.55,1.0,984,9.0,22897.0,13440.0,10,2020-05-20
579,31119,4235.285714285715,3979.571428571429,6416.285714285716,6110.714285714284,60.9,5.0,9.9,22.4,2.5,92.5,23.0,14.4,31.2,49.4,55.9,69.4,74.4,70.9,69.2,45.2,34.5,28.3,5643.0,,,,,,,35392,572.74,1.0,131,9.0,5588.0,600.0,3,2020-04-30
580,32003,165324.14285714287,180569.0,185652.42857142855,207564.85714285716,247.3,1.0,14.3,23.9,4.8,97.3,46.0,41.9,53.6,64.4,63.9,80.4,86.8,87.4,77.2,61.7,54.5,44.4,328692.0,2.73,27450.0,24790.0,232782.0,120843.0,115190.0,2231647,7891.43,1.0,3756,9.0,701766.0,286291.0,101,2020-03-23
581,32013,1136.857142857143,1071.0,1769.571428571429,1671.7142857142858,1.7,7.0,16.4,16.3,3.4,124.1,33.3,29.2,38.8,48.4,52.2,62.2,71.5,71.8,58.5,42.8,41.2,32.4,2294.0,,,,,,,16786,9640.76,1.0,52,1.0,4624.0,186.0,4,2020-05-04
582,32031,35351.42857142857,32518.714285714286,41469.142857142855,39652.42857142857,66.9,2.0,11.7,30.5,3.6,108.3,34.1,28.9,37.4,48.2,51.6,62.6,70.0,70.8,58.3,44.5,41.2,33.1,76161.0,2.47,5941.0,5062.0,44748.0,22849.0,30934.0,465735,6302.37,1.0,1137,9.0,115669.0,12611.0,18,2020-03-31
583,32510,4123.857142857143,3841.285714285714,7220.571428571428,6557.285714285716,382.1,3.0,12.7,22.3,4.7,96.0,35.7,30.0,38.8,48.8,51.6,63.8,69.5,70.4,59.6,46.9,42.8,34.5,11261.0,,,,,,,55414,144.66,1.0,200,5.0,13595.0,1238.0,5,2020-05-18
584,33011,28530.42857142857,26546.42857142857,38519.42857142857,36324.71428571428,457.4,2.0,8.2,37.3,2.6,104.5,23.2,25.8,31.9,46.8,54.6,64.7,73.1,68.6,60.5,50.5,35.0,27.5,65348.0,2.52,6073.0,4593.0,38690.0,21368.0,23309.0,415247,876.14,1.0,1047,9.0,29202.0,12645.0,81,2020-04-30
585,33013,10426.142857142857,9688.0,15732.0,14936.428571428569,156.8,4.0,6.3,35.6,2.2,98.7,20.5,23.3,29.5,44.6,53.5,63.5,72.2,67.6,59.4,49.5,33.1,26.3,27566.0,2.47,2263.0,1690.0,13308.0,7074.0,10824.0,151132,934.12,1.0,345,9.0,3402.0,2420.0,13,2020-04-30
586,33015,22723.857142857138,21213.571428571428,33534.28571428572,31419.714285714286,425.0,1.0,5.2,40.7,2.8,124.3,24.3,26.4,32.4,47.0,54.2,64.7,73.6,69.3,61.4,51.2,35.9,28.6,55538.0,2.57,4564.0,2458.0,27861.0,16470.0,13253.0,309176,694.72,1.0,395,9.0,9823.0,3489.0,62,2020-04-30
587,33017,8644.0,8051.857142857143,12318.285714285714,11850.142857142857,333.7,1.0,7.5,35.6,2.3,92.8,21.3,23.7,30.2,45.2,53.1,63.7,72.6,68.1,60.0,49.9,34.3,27.2,19535.0,2.49,2198.0,1702.0,10076.0,5403.0,16490.0,130090,368.97,1.0,290,9.0,3352.0,1736.0,12,2020-04-30
588,34001,20660.285714285714,21482.428571428565,25688.285714285717,26881.42857142857,494.1,2.0,13.1,27.4,5.9,74.4,33.7,36.7,41.0,56.0,64.2,72.3,78.6,75.3,70.2,60.0,43.2,39.4,47611.0,2.67,3882.0,2259.0,26603.0,12711.0,18502.0,265429,555.7,1.0,1213,9.0,51019.0,45468.0,35,2020-04-07
589,34003,59262.857142857145,73461.42857142858,80521.0,106338.57142857145,3884.5,1.0,7.8,48.3,3.4,122.5,30.0,33.6,38.8,53.5,61.2,70.2,78.5,74.3,68.1,57.4,40.6,35.2,161086.0,2.72,15860.0,11583.0,88855.0,50485.0,59355.0,936692,233.01,1.0,2762,9.0,192760.0,68264.0,435,2020-03-21
590,34005,37752.71428571428,33563.857142857145,50614.428571428565,46292.857142857145,561.9,1.0,6.4,37.5,3.8,103.3,33.2,36.6,41.3,56.6,64.6,72.2,79.3,75.4,70.4,59.4,42.7,38.6,75401.0,2.6,8175.0,5863.0,41352.0,22258.0,26241.0,445384,798.58,1.0,750,9.0,37101.0,80933.0,68,2020-04-01
591,34007,38525.857142857145,34638.0,52728.285714285725,48816.285714285725,2321.5,1.0,11.6,31.8,4.6,82.1,33.6,36.4,41.8,57.5,65.4,72.8,79.8,76.0,70.8,59.7,42.9,38.5,79408.0,2.65,8695.0,5282.0,55382.0,23649.0,34790.0,507078,221.26,1.0,1760,9.0,87433.0,109413.0,81,2020-03-31
592,34009,7253.428571428572,7206.285714285716,9940.285714285714,9947.714285714286,386.9,3.0,8.8,31.5,8.4,76.0,34.7,37.4,41.5,55.9,64.0,72.4,78.3,75.5,70.7,61.1,43.8,40.1,24586.0,2.3,689.0,643.0,6775.0,3696.0,3778.0,92560,251.42,1.0,242,9.0,7300.0,4514.0,18,2020-04-06
593,34011,10693.714285714286,11500.714285714286,13827.857142857143,14914.285714285714,324.4,3.0,22.1,14.7,6.5,63.3,34.0,36.9,41.5,57.0,65.0,72.6,78.8,75.8,70.7,60.2,42.9,38.8,23053.0,2.76,2121.0,1905.0,17035.0,8280.0,7653.0,150972,483.7,1.0,335,9.0,47426.0,32994.0,12,2020-04-09
594,34013,42913.0,51290.714285714275,65792.0,85284.71428571429,6211.5,1.0,14.3,34.8,5.2,76.9,30.4,34.0,39.1,54.0,61.3,70.4,78.5,74.3,68.3,57.5,40.9,35.3,108532.0,2.68,19690.0,12059.0,82963.0,42047.0,51923.0,799767,126.21,1.0,3173,9.0,188317.0,335030.0,412,2020-03-21
595,34015,25745.142857142862,24024.142857142862,36652.42857142857,34616.57142857143,895.3,1.0,7.1,31.9,4.2,99.4,33.7,36.5,41.8,57.7,65.6,72.9,79.7,76.3,71.2,59.9,42.9,38.4,46126.0,2.83,4620.0,2851.0,29786.0,15866.0,22073.0,291408,322.01,1.0,541,9.0,18639.0,32708.0,30,2020-04-03
596,34017,31660.857142857138,30726.571428571428,46354.142857142855,47205.571428571435,13731.4,1.0,15.8,40.9,3.9,89.7,32.2,35.6,40.6,54.6,62.1,71.7,79.9,75.7,70.1,59.5,42.7,37.4,79920.0,2.53,12685.0,6231.0,58670.0,26194.0,45384.0,676061,46.19,1.0,1704,9.0,290058.0,100352.0,434,2020-03-28
597,34019,8645.142857142857,9119.714285714286,12294.428571428569,13022.857142857143,300.0,1.0,4.9,52.0,3.3,137.4,29.8,32.4,37.8,53.5,61.5,68.8,76.6,73.1,67.3,56.2,39.9,33.8,23105.0,2.53,1604.0,1928.0,10604.0,7632.0,6373.0,124714,427.82,1.0,184,6.0,8505.0,3601.0,29,2020-04-09
598,34021,24203.142857142862,21223.571428571428,32829.28571428572,30255.571428571428,1632.2,2.0,12.0,42.0,3.7,97.8,32.0,35.3,40.2,55.6,63.2,71.0,78.5,74.8,69.5,58.1,41.7,36.5,56000.0,2.66,5004.0,3035.0,36748.0,18100.0,31272.0,369811,224.56,1.0,944,9.0,67083.0,79472.0,145,2020-04-01
599,34023,51442.857142857145,49346.0,72453.28571428571,72606.42857142858,2621.6,1.0,10.2,42.7,3.6,107.2,32.3,35.2,40.0,55.2,62.7,70.8,78.6,74.7,69.6,58.4,42.0,36.4,124198.0,2.8,15696.0,10954.0,78070.0,41733.0,71073.0,829685,308.91,1.0,2405,9.0,179145.0,97378.0,313,2020-03-28
600,34025,50045.0,63139.142857142855,65548.42857142858,87801.71428571429,1344.7,1.0,6.8,44.9,3.7,121.3,32.8,35.3,40.0,54.9,62.5,70.9,78.7,74.8,69.8,58.8,42.4,37.0,109201.0,2.6,10635.0,6240.0,61446.0,35438.0,34251.0,621354,468.79,1.0,2091,9.0,68677.0,46982.0,115,2020-03-21
601,34027,34089.142857142855,32334.0,46836.714285714275,46344.571428571435,1069.8,1.0,5.7,53.6,3.3,137.4,28.0,31.2,36.2,52.0,59.7,67.7,75.6,71.8,65.6,54.9,38.4,32.2,84336.0,2.67,9442.0,4718.0,48207.0,29066.0,32654.0,494228,460.18,1.0,1280,9.0,67765.0,18612.0,255,2020-03-28
602,34029,45907.285714285725,43150.857142857145,57225.857142857145,55237.142857142855,917.0,1.0,8.2,29.2,4.3,83.7,33.1,35.9,40.1,54.9,62.9,71.1,78.4,74.7,70.0,59.1,42.7,38.2,135652.0,2.6,10055.0,8179.0,63823.0,31576.0,32397.0,601651,628.78,1.0,1270,9.0,56862.0,21342.0,212,2020-03-28
603,34031,27100.142857142862,26724.714285714286,39847.71428571428,40865.57142857143,2715.3,1.0,16.6,28.1,5.1,88.0,27.8,31.2,36.4,52.0,59.9,68.1,76.2,72.4,66.0,55.4,38.4,32.5,73213.0,2.92,9209.0,7942.0,52647.0,28400.0,29738.0,503310,184.59,1.0,1187,9.0,212823.0,75723.0,221,2020-03-27
604,34033,4657.0,4694.714285714285,7192.142857142857,7366.428571428572,199.1,1.0,12.3,20.9,5.4,78.9,33.7,36.6,41.8,57.8,65.7,73.0,79.5,76.5,71.6,60.2,42.8,38.4,11637.0,2.55,876.0,493.0,6838.0,3091.0,3126.0,62607,331.9,1.0,222,8.0,5938.0,9204.0,8,2020-04-07
605,34035,20314.14285714286,19307.428571428565,29342.285714285717,28903.714285714286,1071.7,1.0,5.3,54.5,3.4,146.4,30.8,33.7,38.8,54.4,61.9,69.6,77.5,73.8,68.2,57.0,40.7,34.8,51618.0,2.75,7287.0,3317.0,34184.0,19675.0,24063.0,331164,301.81,1.0,361,9.0,49623.0,34372.0,146,2020-03-28
606,34037,12016.571428571431,10412.42857142857,16504.285714285714,14900.857142857143,287.6,1.0,5.2,34.9,4.0,112.8,26.3,29.3,34.2,50.4,58.9,66.4,74.2,70.4,64.4,53.6,36.8,30.4,24362.0,2.58,2173.0,1757.0,12784.0,7302.0,8273.0,140799,519.01,1.0,146,9.0,12168.0,3531.0,76,2020-04-01
607,34039,32148.714285714286,30163.42857142857,46907.428571428565,45882.571428571435,5216.1,1.0,13.8,35.1,4.3,98.7,31.4,34.8,39.7,54.6,61.9,70.8,78.7,74.7,69.0,58.1,41.6,36.0,80252.0,2.87,12143.0,8139.0,57821.0,29290.0,33329.0,558067,102.85,1.0,1232,9.0,180440.0,132122.0,372,2020-03-29
608,34041,8330.285714285714,7349.428571428572,12395.142857142857,11351.142857142857,304.5,2.0,8.8,31.8,3.8,94.9,28.1,30.7,36.0,51.8,60.3,67.5,75.4,71.6,65.6,54.6,38.3,32.0,19230.0,2.49,1785.0,683.0,9612.0,6420.0,6409.0,105779,356.92,1.0,309,9.0,10277.0,5739.0,55,2020-04-01
609,35001,47709.285714285725,42067.857142857145,58726.57142857143,53136.428571428565,570.8,2.0,11.2,33.9,4.5,108.4,33.4,37.3,46.2,53.1,57.3,69.2,76.4,75.2,68.7,51.6,41.2,35.5,111216.0,2.48,10279.0,6694.0,66312.0,33500.0,51834.0,678701,1160.83,1.0,1408,9.0,341701.0,23386.0,24,2020-03-31
610,35006,962.2857142857144,840.2857142857142,1831.857142857143,1701.857142857143,6.0,6.0,17.4,13.4,6.3,80.4,29.8,31.7,41.6,48.0,51.4,64.0,71.2,69.5,63.1,47.4,38.9,32.0,4306.0,,,,,,,26746,4539.48,1.0,25,1.0,10282.0,384.0,4,2020-04-29
611,35031,2077.8571428571427,2072.285714285714,3364.0,3219.4285714285716,13.1,5.0,24.6,11.6,7.1,71.7,29.0,30.6,42.1,48.2,51.6,65.1,72.2,70.8,63.8,46.4,39.2,30.5,8969.0,3.34,985.0,1351.0,9818.0,4772.0,3182.0,72290,5449.81,1.0,200,2.0,10419.0,472.0,36,2020-04-17
612,35043,8029.714285714284,8909.57142857143,12130.571428571431,13387.142857142857,35.5,2.0,10.3,30.0,5.0,120.3,29.7,32.5,42.5,49.7,53.5,65.7,72.9,71.9,65.2,48.5,39.2,31.9,25756.0,2.67,1369.0,1325.0,16272.0,8552.0,8278.0,145179,3710.65,1.0,271,3.0,57157.0,3869.0,17,2020-04-11
613,35045,7060.428571428572,7753.857142857143,8374.714285714286,9073.857142857143,23.6,3.0,15.8,15.2,5.8,98.3,29.0,31.5,44.1,51.7,54.3,68.0,76.1,74.8,67.4,48.5,40.8,31.2,18685.0,2.82,1753.0,1592.0,14694.0,7634.0,6596.0,125043,5513.07,1.0,194,5.0,25664.0,977.0,62,2020-04-14
614,35049,6853.428571428572,6624.857142857143,9866.142857142857,9375.42857142857,75.5,3.0,11.1,40.9,4.1,127.0,29.6,33.0,41.4,48.8,52.4,64.5,71.4,71.0,64.7,47.4,38.1,32.3,36485.0,2.35,1555.0,1883.0,12658.0,7163.0,7177.0,150056,1909.41,1.0,219,2.0,76649.0,1786.0,3,2020-05-14
615,35053,782.7142857142858,762.7142857142858,1260.2857142857142,1194.142857142857,2.7,6.0,20.9,21.2,5.3,71.7,35.7,38.5,47.9,54.4,58.5,69.9,76.1,74.4,68.2,53.2,42.8,37.0,3230.0,,,,,,,16735,6646.68,1.0,24,1.0,8341.0,255.0,5,2020-05-11
616,36001,16913.571428571428,16484.14285714286,23879.0,23880.285714285717,581.9,2.0,7.3,41.3,3.7,95.4,21.7,26.2,32.2,47.5,56.6,64.8,72.3,68.7,61.1,51.9,35.1,28.0,52073.0,2.28,4007.0,2817.0,24227.0,15900.0,34524.0,307117,522.8,1.0,1341,9.0,18737.0,43393.0,31,2020-04-04
617,36007,12167.0,11665.142857142857,15885.0,15591.714285714286,284.2,2.0,9.5,28.3,4.9,75.3,21.2,26.4,30.7,46.2,55.7,63.0,71.2,66.5,61.0,50.8,33.4,28.0,36542.0,2.41,2132.0,3000.0,15606.0,8776.0,19183.0,191659,705.77,1.0,742,9.0,8321.0,11972.0,9,2020-03-28
618,36013,8171.0,9020.285714285714,10001.57142857143,11071.0,127.2,4.0,11.1,21.7,5.0,67.5,22.1,26.4,30.4,45.8,57.2,63.8,71.2,67.8,63.8,52.4,35.0,31.8,25704.0,2.28,1833.0,1391.0,11192.0,5916.0,7721.0,127939,1060.23,1.0,359,9.0,10005.0,3532.0,3,2020-04-11
619,36019,3674.0,3859.4285714285716,4559.571428571428,4719.714285714285,79.1,5.0,12.1,22.9,4.4,82.1,14.0,17.8,26.6,40.9,51.4,62.3,71.2,65.9,58.2,48.2,29.0,23.8,13764.0,2.31,525.0,865.0,6555.0,3400.0,5565.0,80695,1037.85,1.0,300,7.0,2402.0,3667.0,4,2020-04-13
620,36021,3001.0,2963.857142857143,4370.571428571428,4413.428571428572,99.4,6.0,9.6,31.3,3.3,96.0,23.7,27.3,33.2,48.6,57.2,66.0,73.5,69.5,61.8,52.4,35.9,29.2,14255.0,,,,,,,59916,634.71,1.0,192,8.0,2909.0,3141.0,13,2020-04-05
621,36025,1592.571428571429,1730.7142857142858,2752.5714285714284,2971.285714285714,33.3,6.0,11.8,21.9,4.8,70.0,20.4,25.0,28.8,44.6,53.9,60.7,68.7,64.8,58.8,49.3,32.5,26.0,10902.0,,,,,,,44527,1442.44,1.0,4,5.0,1777.0,942.0,4,2020-04-12
622,36027,18153.428571428565,16245.142857142857,23485.0,22382.857142857138,373.9,1.0,9.5,35.2,3.7,117.7,25.5,29.3,35.5,50.1,58.4,67.1,75.5,71.0,63.7,53.8,36.6,30.8,51633.0,2.56,3658.0,2833.0,23496.0,16176.0,24292.0,293718,795.63,1.0,676,9.0,36670.0,34885.0,28,2020-03-31
623,36029,58436.42857142857,57005.285714285725,68626.71428571429,68301.28571428571,881.4,1.0,8.6,33.7,4.4,83.3,21.7,25.9,30.3,44.7,54.7,64.1,72.1,68.4,63.5,52.2,34.7,31.9,165052.0,2.28,12843.0,8142.0,83685.0,44333.0,66190.0,919719,1042.69,1.0,2500,9.0,52409.0,128502.0,107,2020-03-27
624,36035,3662.714285714286,3384.714285714286,5789.428571428572,5162.571428571428,112.1,4.0,12.6,17.8,5.1,76.0,17.6,22.3,28.3,44.0,53.6,62.2,70.0,66.0,58.5,49.2,32.0,24.8,10499.0,,,,,,,53591,495.47,1.0,74,5.0,1731.0,1225.0,24,2020-05-15
625,36037,3611.714285714286,3541.857142857143,5721.571428571428,5491.142857142857,121.9,4.0,7.9,21.5,4.2,87.1,20.6,25.1,30.1,44.3,54.6,64.0,72.0,67.9,62.3,51.6,33.6,30.2,10750.0,,,,,,,57511,492.94,1.0,131,6.0,1952.0,1837.0,3,2020-04-23
626,36039,2283.0,2305.428571428572,3684.0,3605.714285714286,76.1,6.0,12.8,22.1,4.5,80.6,21.5,25.6,30.5,46.1,55.2,62.9,70.4,66.6,59.3,50.1,33.6,27.3,10508.0,,,,,,,47491,647.16,0.0,0,5.0,2871.0,2997.0,14,2020-04-24
627,36043,3891.571428571429,3738.142857142857,5512.857142857143,5341.571428571428,45.7,2.0,10.1,21.0,4.9,78.6,14.6,19.8,25.4,41.2,51.5,60.5,68.3,63.5,57.6,47.7,29.5,23.4,12815.0,,,,,,,61833,1411.47,0.0,0,6.0,1377.0,895.0,3,2020-04-04
628,36051,3447.714285714286,3717.142857142857,5334.0,5706.857142857143,103.5,1.0,10.3,25.4,4.3,90.2,21.9,27.0,31.3,45.6,56.0,64.0,71.9,67.8,62.6,52.1,34.6,30.6,11307.0,2.39,809.0,888.0,4645.0,2879.0,8195.0,63227,631.76,1.0,67,5.0,2310.0,1881.0,6,2020-04-13
629,36053,3345.0,3669.714285714286,5326.571428571428,5873.0,112.2,2.0,8.8,27.0,4.8,87.4,18.9,24.5,29.1,44.2,53.8,61.9,70.4,65.6,60.0,49.9,32.2,26.5,12955.0,2.5,785.0,964.0,5842.0,3414.0,6375.0,70795,654.84,1.0,101,5.0,1654.0,1360.0,5,2020-04-08
630,36055,50617.571428571435,52417.428571428565,61178.285714285725,64054.857142857145,1132.6,1.0,9.7,37.7,4.3,89.0,22.3,26.3,31.4,44.8,55.0,64.5,72.8,69.0,63.0,52.2,34.9,31.1,128049.0,2.37,11353.0,8721.0,66865.0,38263.0,61275.0,742474,657.21,1.0,1930,9.0,67064.0,120581.0,56,2020-03-24
631,36057,3148.4285714285716,2989.5714285714284,5554.428571428572,5092.857142857143,124.6,4.0,14.2,17.5,5.1,64.7,19.1,24.8,30.8,46.6,55.9,63.8,71.8,68.2,60.1,51.2,34.3,26.7,9203.0,,,,,,,49455,403.04,1.0,130,9.0,7369.0,1596.0,4,2020-05-19
