,FIPS,2wk Prior Intra-Mobility,2wk Onset Intra-Mobility,2wk Prior Inter-Mobility,2wk Onset Inter-Mobility,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Jan Temp AVG / F,Feb Temp AVG / F,Mar Temp AVG / F,Apr Temp AVG / F,May Temp AVG / F,Jun Temp AVG / F,Jul Temp AVG / F,Aug Temp AVG / F,Sep Temp AVG / F,Oct Temp AVG / F,Nov Temp AVG / F,Dec Temp AVG / F,Total_age65plus,Total households!!Average household size,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,POP_ESTIMATE_2018,Area in square miles - Land area,HospCt,Beds,NursingCt,Hispanic Population,Black Population,Deaths,Outbreak_date
632,36059,97861.0,141358.7142857143,130733.0,197618.42857142855,4704.8,1.0,8.8,45.2,3.5,170.4,32.1,35.1,39.7,52.5,60.1,70.2,78.6,74.6,68.7,58.8,42.6,37.6,241283.0,2.99,22721.0,15036.0,129828.0,71284.0,97437.0,1358343,284.72,1.0,4181,9.0,234061.0,176407.0,633,2020-03-19
633,36061,60542.285714285725,96870.71428571428,138755.85714285713,249669.2857142857,69468.4,1.0,13.0,60.8,3.7,125.1,32.4,35.6,40.7,54.3,61.9,71.7,80.0,76.0,70.3,59.8,43.1,37.8,268902.0,2.08,22826.0,8885.0,103564.0,47431.0,136992.0,1628701,22.83,1.0,8496,9.0,421022.0,292091.0,5077,2020-03-14
634,36063,13147.714285714286,14254.0,16695.714285714286,18150.428571428565,414.4,1.0,8.8,23.8,5.2,81.3,21.6,25.7,30.8,44.4,54.2,64.6,72.9,69.3,64.0,52.5,34.7,32.0,40109.0,2.3,2735.0,2018.0,17514.0,11474.0,10872.0,210433,522.36,1.0,623,9.0,6562.0,15459.0,21,2020-04-09
635,36065,14125.428571428569,15301.714285714286,17537.714285714286,19255.0,193.7,2.0,11.4,24.7,4.4,80.0,17.7,22.9,28.2,43.6,53.4,62.5,70.8,66.0,60.2,49.6,32.0,26.2,43059.0,2.44,1938.0,2107.0,22532.0,10827.0,15034.0,229577,1212.43,1.0,701,9.0,13916.0,16206.0,15,2020-04-09
636,36067,31090.42857142857,29458.285714285717,37844.42857142857,36491.0,600.0,2.0,9.3,35.5,4.0,88.4,20.4,25.7,30.7,45.4,54.9,63.6,72.0,67.4,61.7,51.4,34.4,28.7,78635.0,2.39,7309.0,6049.0,41438.0,23057.0,38430.0,461809,778.39,1.0,1632,9.0,23428.0,55004.0,25,2020-04-03
637,36069,6642.857142857143,6492.0,10197.0,9679.57142857143,167.6,1.0,6.6,34.5,3.9,93.0,21.7,26.5,30.9,45.0,55.1,63.6,71.7,67.6,62.0,51.1,34.6,30.0,21893.0,2.41,1124.0,1933.0,9467.0,5997.0,9130.0,109864,644.07,1.0,399,9.0,5517.0,3060.0,9,2020-04-24
638,36071,23156.42857142857,22211.142857142862,30735.285714285717,30687.714285714286,459.3,1.0,10.3,29.8,3.9,110.9,26.0,29.5,35.0,50.4,58.6,67.2,75.2,71.2,64.7,54.4,37.1,31.1,53541.0,2.89,7058.0,5810.0,42741.0,24416.0,25986.0,381951,811.69,1.0,902,9.0,80031.0,49282.0,211,2020-03-28
639,36073,2323.0,2322.714285714286,3564.4285714285716,3443.857142857143,109.6,1.0,12.9,15.9,4.9,77.8,21.0,25.4,30.9,44.4,54.6,64.4,72.8,69.0,63.3,52.1,34.2,31.0,7277.0,,,,,,,40612,391.26,0.0,0,6.0,2008.0,2671.0,20,2020-04-23
640,36075,7568.571428571428,7342.285714285716,10760.57142857143,10424.142857142857,128.3,2.0,12.2,18.6,5.5,79.4,19.4,24.2,29.7,44.5,53.7,62.8,71.7,67.0,61.1,51.0,33.8,28.0,19265.0,2.45,1045.0,603.0,11614.0,5788.0,9152.0,117898,951.65,1.0,126,8.0,3158.0,1387.0,3,2020-04-27
641,36077,2053.1428571428573,2144.285714285714,3363.0,3409.5714285714284,62.2,7.0,8.8,30.9,4.3,80.3,18.8,24.2,28.4,44.0,53.5,60.8,68.8,64.7,58.6,49.4,32.2,25.4,12657.0,,,,,,,59749,1001.7,1.0,240,8.0,2268.0,1455.0,4,2020-04-15
642,36079,5880.142857142857,5485.142857142857,8755.285714285714,8466.857142857143,432.9,1.0,7.0,39.9,3.7,149.1,26.3,30.4,36.0,50.5,58.9,67.1,75.6,71.5,64.9,55.2,37.7,31.8,17169.0,2.73,1348.0,793.0,9033.0,5547.0,7143.0,98892,230.31,1.0,164,4.0,15645.0,3695.0,7,2020-04-03
643,36083,8275.285714285714,8793.142857142857,12070.571428571431,12917.428571428569,244.4,2.0,8.4,30.1,3.9,105.1,21.7,25.8,32.3,47.0,56.2,64.9,72.5,68.3,60.8,51.7,34.6,27.9,27031.0,2.38,2495.0,1228.0,14161.0,7473.0,13588.0,159442,652.43,1.0,408,9.0,8342.0,12630.0,11,2020-04-07
644,36087,14520.571428571431,15678.285714285714,19558.0,21809.0,1795.9,1.0,12.1,40.6,3.7,131.5,28.2,32.0,37.4,52.2,60.1,68.9,77.3,73.2,66.8,56.6,39.4,33.9,51107.0,3.21,7043.0,4884.0,42418.0,21290.0,19868.0,325695,173.55,1.0,661,9.0,58839.0,43305.0,263,2020-03-24
645,36091,13476.428571428569,14020.428571428569,18398.0,19303.14285714286,271.1,2.0,5.9,41.4,3.5,123.0,20.0,23.7,30.6,45.8,55.5,64.7,72.4,67.8,60.2,50.3,33.2,26.4,41728.0,2.4,2917.0,1903.0,20232.0,12326.0,12873.0,230163,809.98,1.0,171,9.0,7719.0,4480.0,11,2020-04-06
646,36093,9584.42857142857,8958.857142857143,13109.0,12534.285714285714,756.6,2.0,9.7,31.4,4.0,93.6,20.5,25.3,31.8,47.2,56.4,64.7,72.5,68.7,60.8,51.7,34.7,27.4,26590.0,2.73,1663.0,1678.0,15462.0,8186.0,9896.0,155350,204.52,1.0,368,9.0,11448.0,19205.0,15,2020-04-03
647,36101,6433.142857142857,6630.714285714284,8646.714285714286,8984.42857142857,71.2,4.0,10.0,23.1,4.9,81.1,21.5,26.4,30.4,45.4,55.6,62.8,70.4,66.4,61.4,50.7,33.7,28.3,18850.0,2.32,1104.0,1368.0,9424.0,4277.0,3534.0,95796,1390.56,1.0,115,9.0,1629.0,1542.0,35,2020-04-06
648,36103,131210.7142857143,188647.85714285716,159136.0,231475.1428571429,1637.4,1.0,9.6,35.6,3.9,147.9,31.6,33.8,38.1,50.8,58.2,67.9,76.4,72.8,66.3,57.2,41.9,36.6,249756.0,2.93,22884.0,18183.0,134487.0,81133.0,104379.0,1481093,912.05,1.0,3227,9.0,292890.0,129205.0,263,2020-03-17
649,36105,4546.714285714285,3929.285714285714,6272.714285714284,5753.285714285716,80.1,4.0,13.8,23.2,4.1,76.8,22.7,26.9,31.2,47.5,55.9,63.6,71.3,66.6,61.6,51.0,34.5,27.9,14238.0,2.5,1154.0,625.0,7202.0,3840.0,3547.0,75498,968.13,1.0,154,5.0,12549.0,7465.0,17,2020-04-02
650,36107,2623.5714285714284,2585.142857142857,4455.142857142857,4231.428571428572,98.6,2.0,9.2,25.5,4.4,89.2,21.4,26.8,30.9,46.1,55.8,63.5,71.7,66.8,61.2,50.6,33.8,28.5,9854.0,,,,,,,48560,518.6,0.0,0,2.0,1043.0,488.0,20,2020-04-23
651,36111,9960.42857142857,8798.857142857143,13490.571428571431,12567.285714285714,162.3,3.0,9.5,32.2,3.9,93.2,23.1,27.5,32.8,47.9,56.0,64.4,72.5,68.0,61.7,51.5,35.0,29.2,35328.0,2.41,1776.0,1995.0,13623.0,8223.0,13577.0,178599,1124.24,1.0,300,9.0,18785.0,12986.0,17,2020-04-01
652,36113,4672.571428571428,4381.285714285715,7960.571428571428,7045.0,75.8,3.0,8.3,30.0,4.6,83.8,16.8,20.7,27.3,42.1,52.6,61.6,69.7,64.8,57.4,47.7,30.7,24.0,14291.0,2.26,986.0,643.0,5101.0,2862.0,2543.0,64265,866.95,1.0,410,8.0,1741.0,868.0,28,2020-05-15
653,36115,3328.4285714285716,2990.5714285714284,5463.285714285715,4903.571428571428,76.1,3.0,12.3,20.4,4.1,82.7,20.0,23.6,30.9,45.0,55.2,64.1,72.3,67.5,59.4,50.1,33.0,26.3,11919.0,,,,,,,61197,831.18,0.0,0,8.0,1744.0,2095.0,13,2020-05-01
654,36117,6843.714285714284,6379.142857142857,11126.285714285714,9867.714285714286,155.3,1.0,10.6,22.3,4.2,90.3,22.0,25.7,30.5,44.2,53.7,63.1,71.7,67.7,61.8,51.1,35.1,29.9,17002.0,2.46,1214.0,1193.0,8891.0,4262.0,4030.0,90064,603.83,1.0,120,7.0,4029.0,2787.0,3,2020-05-19
655,36119,48809.571428571435,46901.857142857145,63593.857142857145,64071.57142857143,2204.7,1.0,12.2,48.2,3.9,139.7,29.0,32.8,37.8,52.0,60.0,69.0,77.4,73.0,66.8,56.9,40.0,34.7,165008.0,2.67,19072.0,9598.0,93883.0,57922.0,64875.0,967612,430.5,1.0,2272,9.0,243261.0,160896.0,668,2020-03-28
656,36121,1707.7142857142858,1810.0,2735.5714285714284,2821.285714285714,71.1,6.0,10.4,16.5,4.6,85.3,19.8,24.6,29.2,44.0,54.2,62.6,70.4,66.2,61.2,50.8,32.9,29.2,7188.0,,,,,,,40085,592.75,1.0,62,3.0,1307.0,2258.0,5,2020-04-15
657,36123,1387.142857142857,1308.142857142857,2511.5714285714284,2199.0,75.0,1.0,13.8,24.4,3.8,75.5,21.6,26.7,31.0,45.1,55.2,63.5,71.5,67.2,61.8,51.0,34.5,29.6,5172.0,,,,,,,24841,338.14,0.0,0,5.0,574.0,234.0,6,2020-05-15
658,37001,18362.714285714286,17443.85714285714,27022.571428571428,25441.571428571428,356.5,3.0,14.5,24.0,3.7,93.6,40.5,45.9,47.6,59.9,72.3,74.1,80.1,76.8,75.3,63.6,45.6,44.9,28127.0,2.5,2101.0,1829.0,17167.0,9200.0,10176.0,166436,423.94,1.0,238,9.0,21499.0,34359.0,23,2020-05-05
659,37015,827.4285714285713,860.5714285714287,1672.571428571429,1715.142857142857,30.4,7.0,21.3,13.4,4.9,65.7,43.0,48.7,49.3,62.8,73.9,75.8,80.9,78.6,75.4,65.6,48.6,48.0,4379.0,,,,,,,19026,699.27,1.0,6,4.0,426.0,11640.0,4,2020-05-10
660,37021,18682.428571428565,20264.85714285714,25388.285714285717,26890.571428571428,362.9,2.0,9.0,39.2,3.0,100.1,35.9,44.7,44.2,56.0,65.7,67.6,72.1,70.7,69.8,58.7,43.3,41.9,51828.0,2.33,3220.0,3270.0,20502.0,10085.0,14584.0,259103,656.67,1.0,763,9.0,17326.0,16294.0,5,2020-04-14
661,37023,8907.0,9382.285714285714,13116.571428571431,13361.714285714286,179.3,2.0,19.1,16.6,3.6,83.4,39.5,46.2,46.8,58.8,69.5,71.7,76.7,74.8,74.1,62.2,45.9,44.4,18294.0,2.42,474.0,1008.0,8391.0,4144.0,3604.0,90382,507.1,1.0,315,9.0,5648.0,6233.0,9,2020-04-13
662,37025,23182.42857142857,24289.285714285717,36164.142857142855,36778.57142857143,492.1,1.0,10.0,31.2,3.6,128.5,42.7,48.4,49.4,61.6,73.1,75.2,80.3,77.8,76.8,65.2,47.2,46.0,27948.0,2.84,5605.0,1762.0,24165.0,15603.0,12379.0,211342,361.75,1.0,457,9.0,22786.0,40210.0,15,2020-04-14
663,37031,7815.571428571428,7175.714285714284,12154.0,10741.714285714286,131.3,4.0,8.9,28.4,4.3,102.1,46.4,53.6,52.3,64.3,74.7,77.4,80.7,79.8,76.6,69.3,53.1,51.8,17363.0,2.38,895.0,546.0,5312.0,3048.0,3155.0,69524,506.25,1.0,135,8.0,2965.0,4014.0,3,2020-04-22
664,37035,21259.85714285714,20460.714285714286,36006.71428571428,34053.0,387.1,2.0,14.8,21.9,3.5,99.7,40.9,46.9,48.0,60.3,70.9,73.6,78.6,76.6,75.9,64.2,46.3,44.9,28337.0,2.48,2491.0,1340.0,16658.0,8597.0,8785.0,158652,398.72,1.0,613,9.0,15748.0,14206.0,11,2020-05-20
665,37037,4771.0,4547.571428571428,8423.285714285714,7733.714285714284,93.1,2.0,11.8,41.3,3.3,136.7,42.0,47.2,49.0,61.1,73.4,75.4,81.0,77.9,76.2,64.9,46.7,46.2,17857.0,2.56,898.0,437.0,6817.0,3620.0,2627.0,73139,682.19,1.0,25,9.0,9011.0,9258.0,11,2020-04-22
666,37047,5163.714285714285,5032.714285714285,7712.571428571428,7380.142857142857,62.0,6.0,18.4,13.1,5.0,68.4,46.4,52.8,53.5,63.6,74.9,77.1,81.2,79.7,76.8,67.9,50.7,50.3,11191.0,,,,,,,55655,937.29,1.0,154,6.0,3038.0,17001.0,14,2020-04-19
667,37049,9632.285714285714,8976.42857142857,13516.285714285714,12300.428571428569,146.0,3.0,11.8,25.7,4.2,94.1,45.3,52.4,51.9,64.2,74.8,76.8,80.9,79.2,76.1,67.7,51.5,50.4,19600.0,2.43,1949.0,1722.0,11000.0,3219.0,6885.0,102912,708.96,1.0,350,9.0,7590.0,22092.0,4,2020-04-20
668,37051,28766.857142857138,29396.42857142857,38890.71428571428,38856.857142857145,489.7,2.0,9.3,25.0,5.1,86.8,45.2,49.9,52.0,64.0,75.7,77.8,82.3,79.8,77.1,67.5,49.3,48.5,39617.0,2.48,5531.0,4200.0,35037.0,17920.0,25857.0,332330,652.31,1.0,666,9.0,39430.0,129708.0,9,2020-04-16
669,37057,19089.714285714286,18744.85714285714,29875.42857142857,28817.42857142857,294.7,2.0,16.6,18.5,3.7,88.6,40.9,47.0,48.0,60.6,71.8,73.3,79.0,76.6,75.4,64.5,45.7,44.3,30377.0,2.4,1413.0,2916.0,15897.0,8786.0,5000.0,166614,552.67,1.0,243,9.0,12182.0,16507.0,10,2020-04-24
670,37061,4063.0,4047.714285714286,7406.714285714284,7188.0,71.7,6.0,25.8,11.1,4.3,79.2,45.0,51.4,51.7,62.9,74.9,76.7,81.2,78.8,76.3,67.4,49.5,49.2,11006.0,,,,,,,58856,816.22,1.0,101,9.0,13355.0,15035.0,16,2020-05-06
671,37063,16271.428571428569,16359.571428571431,26025.714285714286,25422.714285714286,935.7,2.0,11.6,47.5,3.5,110.0,40.8,45.9,47.7,60.6,72.6,74.3,80.2,77.4,75.4,63.5,45.9,45.3,41470.0,2.37,5814.0,4285.0,25845.0,14112.0,33254.0,316739,285.98,1.0,1360,9.0,43428.0,117992.0,31,2020-04-17
672,37065,3777.714285714286,3697.142857142857,6805.428571428572,6502.714285714284,111.9,3.0,20.3,12.7,6.8,72.0,43.2,48.4,48.9,62.5,74.0,75.5,81.2,78.1,75.4,65.2,48.4,47.6,10253.0,,,,,,,52005,505.34,1.0,117,7.0,2482.0,30047.0,9,2020-04-27
673,37067,32228.142857142862,34170.42857142857,45310.428571428565,47878.0,859.2,2.0,11.2,33.8,3.8,92.9,40.0,45.6,47.1,60.2,71.1,72.9,78.6,76.2,74.9,63.3,45.2,43.7,60617.0,2.45,5695.0,4289.0,38594.0,19777.0,24260.0,379099,408.15,1.0,1855,9.0,49428.0,104174.0,5,2020-04-09
674,37069,5125.714285714285,5606.571428571428,9408.0,9860.142857142857,123.3,1.0,15.9,21.3,4.0,107.0,41.8,46.7,47.6,61.1,73.2,74.9,80.0,77.8,75.4,64.0,46.5,45.8,11352.0,2.5,460.0,1142.0,6547.0,2890.0,2116.0,67560,491.68,0.0,0,5.0,5763.0,17584.0,22,2020-04-15
675,37071,26788.0,27740.571428571428,37862.57142857143,39161.57142857143,578.8,1.0,15.3,20.6,3.9,97.9,43.0,49.0,49.9,62.2,72.7,75.4,80.4,78.3,77.4,66.2,47.7,46.5,35787.0,2.59,2444.0,3520.0,21453.0,12031.0,11145.0,222846,356.03,1.0,435,9.0,16180.0,39258.0,3,2020-04-08
676,37077,5061.285714285715,5146.0,8599.0,8391.857142857143,112.7,4.0,15.8,22.3,3.4,109.3,40.2,45.2,46.8,60.2,72.5,73.7,79.6,77.3,75.2,62.8,45.2,44.4,10293.0,,,,,,,60115,531.57,1.0,142,5.0,4916.0,19319.0,6,2020-04-17
677,37081,47399.142857142855,42635.28571428572,65940.71428571429,61796.42857142857,756.4,2.0,10.9,35.3,4.1,96.7,40.1,45.9,47.3,60.3,71.8,73.4,79.6,76.5,75.2,63.4,45.4,44.6,80949.0,2.45,7766.0,5491.0,52692.0,27661.0,54396.0,533670,645.7,1.0,1619,9.0,43496.0,187571.0,16,2020-04-02
678,37085,10182.285714285714,10292.857142857143,18383.14285714286,17802.285714285714,192.7,4.0,13.7,20.7,4.6,95.0,44.2,49.1,50.9,63.6,75.1,77.2,81.8,79.2,76.9,66.6,48.7,47.6,16723.0,2.85,1379.0,2389.0,14567.0,8149.0,10032.0,134214,594.99,1.0,151,9.0,17464.0,29531.0,12,2020-04-17
679,37089,9889.0,9829.285714285714,13822.857142857143,13826.714285714286,286.1,2.0,10.1,31.8,3.2,100.2,37.5,45.4,45.5,57.1,66.8,68.6,73.0,71.7,70.7,60.1,44.7,43.4,30074.0,2.33,956.0,2760.0,8825.0,5344.0,4100.0,116748,373.07,1.0,325,9.0,12112.0,3977.0,16,2020-04-07
680,37097,22448.857142857138,22722.571428571428,31898.0,31277.0,277.8,1.0,11.0,27.5,3.6,111.4,41.4,46.5,47.9,60.2,71.2,73.4,78.8,76.5,75.4,63.7,45.8,44.4,28303.0,2.59,2231.0,2294.0,19729.0,9197.0,7645.0,178435,573.83,1.0,501,9.0,13935.0,21941.0,6,2020-04-16
681,37101,24222.571428571428,23263.142857142862,35877.857142857145,35235.28571428572,213.4,1.0,13.7,21.8,3.6,111.8,43.4,49.0,50.3,63.4,74.6,76.6,81.4,78.8,76.5,66.3,48.4,47.8,26989.0,2.87,1826.0,3298.0,22178.0,13095.0,10699.0,202675,791.3,1.0,199,9.0,28310.0,34026.0,11,2020-04-04
682,37103,476.1428571428572,486.71428571428567,1388.857142857143,1359.5714285714287,21.6,3.0,18.4,13.1,4.2,80.3,45.0,52.5,51.9,63.9,74.6,76.7,80.8,79.1,75.9,67.4,50.9,50.1,2178.0,,,,,,,9637,470.71,0.0,0,1.0,493.0,2901.0,3,2020-05-11
683,37105,5663.285714285716,5791.857142857143,9656.0,9590.142857142857,227.0,4.0,16.6,20.9,4.3,90.8,43.4,48.3,50.4,62.6,74.3,76.4,81.4,78.7,76.6,66.0,47.8,47.1,10118.0,,,,,,,61452,254.96,1.0,127,8.0,12006.0,12348.0,4,2020-05-13
684,37107,4360.571428571428,4254.285714285715,7179.857142857143,6829.857142857143,148.5,4.0,19.6,14.5,4.0,75.0,44.7,51.2,51.2,63.6,75.0,76.6,81.3,78.8,76.2,66.9,49.7,49.3,11088.0,,,,,,,55976,400.59,1.0,261,8.0,4220.0,23250.0,5,2020-04-26
685,37117,1514.0,1555.7142857142858,2691.142857142857,2724.5714285714284,53.1,6.0,16.7,16.8,5.0,80.8,43.8,49.6,49.9,63.1,74.4,76.0,81.2,78.7,75.8,65.9,49.2,48.5,5246.0,,,,,,,22671,461.22,1.0,49,3.0,943.0,9585.0,4,2020-05-13
686,37119,88584.85714285713,77974.71428571429,128044.28571428572,116250.42857142855,1755.5,1.0,9.9,44.8,3.7,119.6,43.3,49.1,50.0,62.1,73.5,75.8,80.8,78.6,77.5,66.1,47.7,46.8,122549.0,2.58,18493.0,14336.0,113538.0,56751.0,70370.0,1093901,523.84,1.0,2612,9.0,148351.0,359817.0,37,2020-04-02
687,37123,1953.142857142857,1944.571428571429,4282.428571428572,4041.571428571429,56.5,6.0,20.7,14.7,4.0,88.6,43.3,49.8,50.6,63.4,73.8,76.1,81.0,78.4,77.3,65.8,47.8,47.1,5597.0,,,,,,,27271,491.76,1.0,37,4.0,4209.0,5184.0,5,2020-05-14
688,37125,7533.285714285716,8058.0,10872.285714285714,11283.142857142857,126.5,4.0,9.6,36.9,3.8,110.3,43.7,49.5,50.7,63.3,74.4,76.7,81.4,78.8,77.0,66.2,47.9,47.6,23628.0,2.39,1254.0,1459.0,7707.0,5939.0,4011.0,98682,697.84,1.0,372,9.0,6709.0,12028.0,6,2020-04-15
689,37127,9925.857142857143,9739.142857142857,16315.285714285714,15770.0,177.3,3.0,14.6,20.9,5.1,93.0,42.3,47.5,48.2,61.9,73.6,75.2,80.6,77.9,75.2,64.6,47.3,46.7,17426.0,2.44,1031.0,1034.0,10360.0,4184.0,4627.0,94016,540.41,1.0,353,9.0,6658.0,38591.0,3,2020-04-28
690,37129,19862.0,18244.285714285714,27972.142857142862,25025.142857142862,1058.1,2.0,7.1,39.3,3.7,99.1,47.0,54.3,54.0,64.7,75.8,78.4,82.3,81.2,78.2,70.5,52.6,53.0,41211.0,2.29,2270.0,2406.0,20889.0,9176.0,25088.0,232274,191.53,1.0,769,9.0,13024.0,31822.0,3,2020-04-21
691,37131,847.4285714285713,834.0,2007.857142857143,1907.4285714285716,41.2,9.0,20.5,12.8,5.1,69.0,41.5,46.3,47.3,61.3,73.3,75.2,80.5,78.3,75.4,64.6,47.3,45.9,5090.0,,,,,,,19676,536.59,0.0,0,7.0,451.0,11305.0,9,2020-04-24
692,37135,6689.142857142857,6879.0,12077.285714285714,11927.571428571431,336.2,2.0,7.3,57.6,3.3,133.4,40.5,45.4,47.5,59.9,72.1,73.9,79.9,76.7,75.0,63.3,45.5,44.9,20439.0,2.49,2233.0,1756.0,13456.0,7073.0,27598.0,146027,397.96,1.0,896,9.0,12583.0,17250.0,32,2020-04-17
693,37139,3706.142857142857,3766.571428571429,6340.428571428572,6191.0,179.2,4.0,13.5,20.5,4.8,86.0,42.9,48.4,49.5,62.9,73.1,76.1,81.0,79.1,74.6,67.1,50.1,48.5,6690.0,,,,,,,39639,226.88,1.0,182,5.0,2257.0,14481.0,10,2020-05-08
694,37149,1265.7142857142858,1306.857142857143,2940.0,2979.714285714286,86.3,8.0,9.1,31.7,3.7,93.6,40.7,47.9,48.7,60.3,70.7,72.7,77.4,76.0,74.9,63.6,47.3,46.2,6408.0,,,,,,,20611,237.79,1.0,35,5.0,1248.0,901.0,4,2020-05-13
695,37151,15006.0,14474.142857142857,23265.857142857138,21972.14285714286,181.1,2.0,18.6,15.8,3.7,89.7,41.2,47.4,48.3,61.2,72.7,74.3,80.1,77.3,76.2,64.4,45.8,45.2,25440.0,2.59,1441.0,2089.0,13414.0,7193.0,6711.0,143351,782.52,1.0,145,9.0,16774.0,9477.0,6,2020-04-26
696,37155,8207.714285714286,8054.571428571428,12764.714285714286,12111.571428571431,141.3,4.0,22.9,13.2,5.9,65.7,46.0,51.5,52.7,64.1,75.4,77.8,82.3,80.1,77.4,67.6,49.9,49.6,20065.0,2.77,1805.0,1983.0,14269.0,7235.0,8009.0,131831,949.22,1.0,452,9.0,11874.0,31381.0,11,2020-04-23
697,37159,15949.428571428569,17143.571428571428,24188.42857142857,25184.142857142862,270.7,1.0,14.7,18.7,3.9,86.9,41.8,47.4,48.4,60.8,71.9,73.8,79.0,76.7,75.7,64.2,46.1,44.8,24830.0,2.54,822.0,1951.0,14814.0,9733.0,8969.0,141262,511.37,1.0,268,9.0,12997.0,23699.0,25,2020-04-13
698,37161,7621.0,7517.571428571428,10497.0,10212.857142857143,120.2,4.0,17.4,17.3,5.1,79.4,40.8,47.8,48.4,60.1,70.6,73.1,78.0,76.2,75.1,63.5,46.8,45.6,14421.0,2.49,804.0,928.0,5721.0,3063.0,2408.0,66826,564.15,1.0,143,9.0,3049.0,6598.0,7,2020-04-19
699,37167,7942.285714285716,7681.0,11920.428571428569,11318.285714285714,153.3,6.0,14.9,15.8,3.6,95.5,43.2,49.7,50.6,63.0,73.7,75.8,81.0,78.5,77.4,65.8,48.0,46.8,11733.0,,,,,,,62075,395.09,1.0,109,7.0,2710.0,7166.0,4,2020-04-19
700,37179,27629.571428571428,28889.285714285717,39813.0,40556.71428571428,318.7,1.0,10.2,34.8,3.4,149.2,43.6,49.7,50.8,62.3,74.1,76.1,81.4,79.2,77.7,66.4,48.3,47.5,29928.0,3.01,3853.0,2915.0,29927.0,18158.0,13288.0,235908,631.52,1.0,227,9.0,26958.0,29128.0,13,2020-04-14
701,37181,3539.142857142857,3409.714285714286,5885.0,5574.428571428572,179.2,4.0,20.0,12.9,5.7,74.7,40.7,45.3,46.8,60.1,73.0,74.4,79.6,77.6,75.6,63.2,45.6,44.4,8244.0,,,,,,,44582,253.52,1.0,102,5.0,3555.0,22948.0,17,2020-04-26
702,37183,89185.71428571429,90337.28571428572,116449.14285714286,116324.42857142855,1078.8,1.0,7.3,51.8,3.4,148.7,42.4,47.5,48.7,61.8,73.5,75.6,80.6,78.1,75.8,64.8,47.2,46.8,126886.0,2.62,21237.0,15837.0,115656.0,61945.0,78521.0,1092305,835.22,1.0,1781,9.0,112797.0,229229.0,21,2020-04-16
703,37187,635.1428571428571,603.0,1222.142857142857,1129.4285714285713,38.0,7.0,20.1,11.3,5.9,66.8,44.3,50.0,50.7,63.6,74.3,76.4,81.1,79.0,75.6,66.8,50.0,49.2,2889.0,,,,,,,11859,348.13,1.0,49,2.0,693.0,5790.0,3,2020-05-02
704,37191,10922.42857142857,11262.285714285714,15213.571428571431,15279.285714285714,221.7,3.0,15.9,19.5,4.3,77.1,44.1,49.8,50.7,63.4,75.2,76.7,81.6,78.7,76.5,66.9,48.8,48.5,20266.0,2.45,1476.0,1054.0,13690.0,6235.0,7622.0,123248,553.09,1.0,316,9.0,15212.0,39869.0,12,2020-04-16
705,37193,9430.285714285714,8940.857142857143,13538.285714285714,12555.428571428569,91.9,6.0,21.4,15.5,3.7,81.7,38.8,45.2,46.2,58.5,69.2,71.1,76.5,74.3,73.1,61.8,44.7,43.4,14777.0,2.25,861.0,581.0,6148.0,3141.0,2384.0,68557,754.28,1.0,130,6.0,4637.0,3188.0,6,2020-05-22
706,37195,8073.285714285716,8642.57142857143,11746.857142857143,12477.714285714286,220.6,4.0,19.7,19.6,6.1,81.6,43.0,48.8,49.4,63.0,74.6,76.1,81.4,78.4,75.9,65.9,48.1,48.1,14881.0,2.51,1389.0,1305.0,8633.0,5345.0,4790.0,81455,368.17,1.0,317,9.0,8793.0,32939.0,7,2020-04-09
707,38017,14020.0,13007.142857142857,19440.571428571428,17554.285714285714,84.9,3.0,5.5,39.4,2.3,97.9,6.2,-0.5,19.3,42.5,51.7,66.4,71.1,65.8,60.8,40.4,26.8,13.3,21794.0,2.37,4094.0,2260.0,17684.0,7408.0,20981.0,181516,1764.94,1.0,1121,9.0,5008.0,11504.0,23,2020-04-21
708,38035,6655.0,6298.571428571428,9826.857142857143,8995.142857142857,46.5,3.0,5.1,34.5,2.3,83.2,3.3,-1.9,18.3,40.9,51.1,65.6,70.6,65.8,59.1,39.1,24.8,10.8,8977.0,2.15,514.0,880.0,6588.0,2410.0,11225.0,70770,1436.38,1.0,302,8.0,3100.0,3404.0,4,2020-05-15
709,39003,9044.0,10620.0,12726.857142857143,14641.571428571431,264.2,3.0,10.4,17.8,4.5,89.6,24.9,30.8,35.1,50.6,61.6,69.4,77.0,71.5,69.7,55.9,36.4,35.3,18117.0,2.4,2002.0,1034.0,10125.0,5838.0,7559.0,102663,402.5,1.0,753,9.0,3248.0,12990.0,23,2020-04-13
